sudionik1,sudionik2,situacijski_kontekst,prostor,vrijeme,opis_ipv,emocija_ipv,{http://www.w3.org/XML/1998/namespace}space,opis_ipn,emocija_ipn,opis_iov,opis_iov_ostalo,emocija_iov,opis_ion,emocija_ion,opis_epv,opis_epv_ostalo,emocija_epv,opis_epn,opis_epn_ostalo,emocija_epn,opis_eov,opis_eov_ostalo,emocija_eov,opis_eon,opis_eon_ostalo,emocija_eon,
prolaznik 1,prolaznik 2,čekanje tramvaja, prolaznik 1 stoji na stanici, približava mu se prolaznik 2,Zagreb, tramvajska stanica Glavni kolodvor,jutro, 5:00,21. ožujka 2022.,Jasmina Ranogajec,pozdravna formula,,pospano,preserve,kimanje glavom,,neutralno,odzdravna formula,,neutralno,0,osmijeh,neutralno,0,komb: epv1, epv2,neutralno,mahanje,,neutralno,pozdravljanje sugovornika,,neutralno,mahanje,,umorno, lijeno,
Matija,Jurica,susret dvojice prijatelja na rođendanu ,Sisak: parking,predvečer,Rafaela Galinić,0,ipv4, izjavna rečenica,veselo, uzbuđeno, sretno, srdačno,preserve,0,komb: ipn2, ipn3,veselo, uzbuđeno, sretno, srdačno,0,iov4, pitanje,veselo, uzbuđeno, sretno, srdačno,rukovanje,veselo, uzbuđeno, sretno, srdačno,0,komb: epv1, epv2, epv4,srdačno, nasmijano, razdragano,tapšanje po ramenu i sl.,srdačno,nasmijano, razdragano,0,eov1, eov2, eov4, poruka dobrih želja ,razdragano, srdačno, nasmijano,rukovanje,razdragano, srdačno, nasmijano,
Jelena (ja),Petra (susjeda),jutarnji razgovor,Dugo Selo: na ulici,jutro, oko 9:00,24. ožujka 2022.,Jelena Perković,vokativ s pozdravnom formulom,Sretna.,preserve,grljenje,sretno,odzdravna formula,sretno,grljenje,sretno,planiranje idućega susreta,radosno,osmijeh ili smiješak,radosno,planiranje idućega susreta,sretno,osmijeh ili smiješak,,radosno,
naručitelj narudžbe student Nikola,primateljica narudžbe, zaposlenica u McDonald'su,naručivanje narudžbe u McDonald'su,Zagreb: McDrive Vrbani,večer,23. ožujka 2022.,pozdravna formula s vokativom,samouvjereno,preserve,0,ipn4, podizanje obrva,samouvjereno,0,odzdravna formula s pitanjem,iznenađeno, nasmijano, zbunjeno,0,naginjanje prema prozoru automobila,iznenađeno, nasmijano, zbunjeno,0,zahvaljivanje, epv9,nasmijano, veselo,0,eon4, osmijeh,nasmijano, veselo,pozdravljanje sugovornika,srdačno, veselo,0,osmijeh,srdačno, veselo,
profesor,studenti,pozdrav prilikom ulaska u predavaonicu i izlaska iz nje,Zagreb: dvorana D VI na Filozofskom fakultetu,popodne,14. ožujka 2022.,pozdravna formula s vokativom,veselo, poletno,preserve,0,ipn4, podizanje obrva,veselo, poletno,odzdravna formula,zbunjeno, umorno,ignoriranje,zbunjeno, umorno,0,komb: epv2, epv9,veselo,0,spuštanje glave i slaganje knjiga na stolu,veselo,pozdravljanje sugovornika,umorno,0,spuštanje glave i uzimanje stvari,umorno,
pacijent,doktor,na liječničkom pregledu,Požega: Opća županijska bolnica,ujutro,25. ožujka 2022.,Ena Uremović,pozdravna formula s vokativom,srdačno,preserve,0,osmijeh,srdačno,0,iov2, pitanje,srdačno,kimanje glavom,srdačno,planiranje idućega susreta,srdačno,0,osmijeh,srdačno,0,zahvala, podzravljanje sugovornika,zadovoljno,0,osmijeh,sretno, zadovoljno,
djevojka Ivana,Ivanina poznanica koja sjedi u kafiću,dovikivanje na terasi kafića, sunčan dan,terasa kafića u istočnom predgrađu Zagreba,oko podneva,25.3.2022.,Ivana Stjepanović,pozdrav s pitanjem,veselo,preserve,mahanje,osmijeh,veselo,
Ena (ja),Ljubinka (prijateljica),slučajni susret na ulici,Zagreb: Ulica grada Vukovara,poslijepodne,23. ožujka 2022.,Ena Uremović,vokativ obraćanja s pitanjem,iznenađeno,preserve,0,ipn7, osmijeh,veselo,uzvik oduševljenja,iznenađeno,0,ion7, osmijeh,veselo,0,komb: epv3, epv9,sretno,mahanje,sretno,0,komb: eov3, eov9,sretno,mahanje,sretno,
prijatelj 1,prijatelj 2,susret prijatelja na hodniku studentskog doma,Zagreb: SN Cvjetno naselje,prije podne,25. ožujka 2022.,Vlatka Topić,0,komb: ipv2, ipv4,srdačno,preserve,0,osmijeh,sretno,0,iov1, vokativ,srdačno,tapšanje po ramenu i sl.,sretno,zaključivanje razgovora,sretno,daj pet,srdačno,planiranje idućega susreta,sretno,daj pet,sretno,
susjed,susjeda,razgovor susjeda u trgovini,Zagreb: trgovina,jutro,20. ožujka 2022.,Vlatka Topić,pozdravna formula s vokativom,srdačno,preserve,0,osmijeh,sretno,odzdravna formula,srdačno,kimanje glavom,sretno,zaključivanje razgovora,srdačno,0,osmijeh,sretno,slanje pozdrava (obitelji, prijateljima...),srdačno,0,osmijeh,sretno,
Tončica Čeljuska (voditeljica i urednica emisije U svom filmu),Alfi Kabiljo (gost emisije, hrvatski skladatelj, dirigent i aranžer),razgovor u televizijskoj emisiji U svom filmu.,Zagreb: televizijski studio (HRT),utorak, navečer (20:10 - 21:03),22. ožujka 2022.,Jelena Perković,0,ipv1, izražavanje dobrodošlice ,srdačno, zadivljeno,preserve,0,ipn4, ipn11, micanje rukama prilikom govora,srdačno,0,iov1, zahvala na pozivu,srdačano, smireno, skromno,0,komb: ion4, ion11,sretno,izražavanje zadovoljstva zbog susreta i zahvaljivanje za uspostavljenom komunikacijom,,zadovoljno, sretno.,0,komb: epn4, epn11,srdačno,izražavanje zadovoljstva zbog susreta i zahvaljivanje za uspostavljenom komunikacijom,,zadovoljno, sretno,0,komb: eon4, eon11,sretno,
djevojka 1,djevojka 2,Rastanak dviju djevojaka na semaforu. Jedna ostaje čekati, druga odlazi.,Zagreb, križanje Savske i Vukovarske,poslijepodne,25. ožujka 2022.,Jasmina Ranogajec,pozdravljanje sugovornika,,veselo, glasno,preserve,grljenje,,razigrano,0,komb: eov9, eov7,veselo,grljenje,,veselo,
Susjed (u 20-im godinama),Susjed (stariji gospodin),Razgovor u liftu,Zagreb; Utrina, neboder,Prijepodne,26.3.2022.,pozdrav s pitanjem,Ushitno, s veseljem,preserve,kimanje glavom,0,iov4, odgovor na pitanje, pitanje,Radosno,kimanje glavom,0,komb: epv2, epv9,neutralno,mahanje,0,komb: eov2, eov9,neutralno,mahanje,
Antonio,Tomislav,Razgovor prijatelja na stadionu,Zagreb: Maksimir,poslijepodne,pozdravna formula s vokativom,sretno,preserve,rukovanje,0,odgovor na pitanje s potvrdom prisutnosti, pitanje,sretno,rukovanje,planiranje idućega susreta,neutralno,grljenje,0,komb: eov2, eov3,grljenje,
susjed, stariji gospodin iz susjedstva koji skuplja plastične boce ,studentica ,slučajni susret ispred SD Cvjetno naselje ,Zagreb: ispred SD Cvjetno naselje,večer, oko 18h,24.ožujka 2022.,Darija Haramina ,0,komb: ipv2, ipv6,neutralno,preserve,kimanje glavom,0,neutralno,0,komb: iov4, iov1,veselo ,osmijeh ili smiješak,,veselo ,0,komb: epv1, epv2,neutralno,kimanje glavom,,neutralno,0,zahvala, eov9,veselo ,osmijeh ili smiješak,,veselo ,
studentica ,prodavačica kruha u pekarni ,kupnja peciva u pekarnici ,Zagreb: pekarnica Fino i friško, Cvjetna cesta  ,jutro, 9:00,27.ožujka 2022. ,Darija Haramina ,pozdravna formula,neutralno ,preserve,ignoriranje,neutralno,0,iov2, pitanje,srdačno ,osmijeh ili smiješak,srdačno ,0,zahvala, epv9,sretno ,osmijeh ili smiješak,sretno,pozdravljanje sugovornika,srdačno, veselo ,osmijeh ili smiješak,srdačno, veselo ,
Iva, studentica,Dora, studentica i Ivina cimerica,razgovor nakon koncerta,hodnik Arene Zagreb,ponoć, nakon koncerta,26. 3. 2022.,vokativ obraćanja s pitanjem,sretna, zbunjena,preserve,0,ipn3, smijeh,sreća,0,iov1, vokativ,sretna,mahanje,sretna,0,komb: epv3, epv9,neutralno,mahanje,neutralno,0,komb: eov5, eov9,neutralno,mahanje,neutralno,
Kristijan Kiki Rahimovski,publika,koncert Parnog Valjka ,Arena Zagreb,večer, početak koncerta,26. 3. 2022.,pozdravna formula s vokativom,ushićen, sretan, uzbuđen,preserve,mahanje,ponos, sreća,uzvik oduševljenja,oduševljenost, sreća, zanos, ushit,0,pljesak,oduševljenost, sreća, zanos, ushit,komb: epv3, epv9,sretan, uzbuđen,mahanje,sretan, ponosan, uzbuđen,usklici oduševljenja,ushićenost, oduševljenje,0,pljesak,ushićenost, oduševljenje,
prijateljica Iva,prijateljica Mirna,dogovoreni susret dviju prijateljica u parku,Zagreb: Bundek,prije podne,26.3.2022.,Iva Knežević,pozdravna formula s vokativom,,radosno,preserve,grljenje,,radosno,srdačno,0,vokativ,radosno,grljenje,,srdačno,,epv2, poruka podrške,srdačno, poticajno,grljenje,,srdačno,,odgovor, najavljivanje ponovne komunikacije,skeptično, zahvalno, srdačno,grljenje,,srdačno,
sestra, Iva,sestra, Hrvojka,videopoziv dviju sestara, kasnije uključivanje nećaka,Zagreb- Slavonski Brod: videopoziv,poslije podne,25.3.2022.,pitanje s vokativom obraćanja,,radosno,preserve,0,osmijeh,radosno,0,vokativ, iov1,radosno,0,osmijeh,radosno,,epv1, verbalno slanje poljupca,radosno,0,osmijeh,radosno,0,iskaz ljubavi, eov5, eov9,radosno,mahanje,osmijeh,radosno,
prijateljica Ana,prijateljica Maja,dogovoreni susret za šetnju,Savski nasip,poslijepodne,15.3.2022.,pozdravna formula s vokativom,,Srdačno i veselo,preserve,grljenje,,Sretno,0,komb: iov4, iov1,oduševljeno,grljenje,,Sretno,planiranje idućega susreta,,Veselo,0,kom: epn7, epn5,Dražesno,0,kom: eov2, eov9,Veselo,0,kom: eon7, eon5, eon8 ,Dražesno,
djevojčica Ana,rođakinja Jagica,susret na putu do škole,selo, Ivanečki Vrhovec,jutro,proljeće 2013.,pozdravna formula,,veselo,preserve,0,podignuta glava, pogled u smjeru sugovornika,znatiželjno,0,iov1, pitanje,iznenađeno,mahanje,,veselo,naznaka želje za lijepo provedenim vremenom,,veselo,0,,,0,Zahvala na željama,zahvalno,kimanje glavom,,,
sveučilišna profesorica Ivana Brković,studentica Petra,početak i završetak predavanja,učionica na fakultetu u Zagrebu,poslijepodne,24. ožujka 2022.,Petra Radman,0,naznaka početka predavanja s pozdravom,srdačno,preserve,osmijeh ili smiješak,srdačno,0,0,0,0,0,0,0,komb: epv2, epv4, epv9,srdačno,0,komb: epn4, epn11,srdačno,pozdravljanje sugovornika,sretno,0,komb: eon4, eon11,sretno,
Iva (ja),Cimerica ,Vratila sam se s fakulteta i zatekla cimericu u sobi,Zagreb: učenički dom ,Poslije podne ,25. ožujak 2022. ,vokativ obraćanja s pitanjem,Srdačno, s veseljem ,preserve,kimanje glavom,odzdravna formula,Ravnodušnost. ,ignoriranje,Ravnodušnost. ,najavljivanje kraja susreta,Umorno i bezvoljno. ,zaključivanje razgovora,Ljutito. ,mahanje,Ljutito. ,
Glorija (ja),Prijateljica,Susret na Trgu bana Josipa Jelačića,Trg bana Josipa Jelačća,prije podne,25. 3. 2022.,pozdravna formula s vokativom,uzbuđenje,preserve,osmijeh,sreća,,Odzdravna formula + pitanje,uzbuđenje, znatiželja,osmijeh,sreća,pozdravljanje sugovornika,zadovoljstvo zbog provedenog vremena,mahanje,sreća,pozdravljanje sugovornika,zadovoljstvo zbog provedenog vremena,pusa u zraku,sreća,
student Hrvoje,(srednjoškolska) nastavnica Sanja,susret nastavnice i bivšeg joj učenika,Čakovec: red za blagajnu u trgovini,prijepodne,12.5.2020.,0,formalna pozdravna formula, prijateljska pozdravna formula, pitanje,radosno,preserve,mahanje,uzbuđeno,0,pozdravna formula s vokativom i odgovor na pitanje,radosno,mahanje,smireno,zaključivanje razgovora,mirno,kimanje glavom,pristojno,0,izražavanje dobre želje,ugodno,tapšanje po ramenu i sl.,pristojno,
kolegica,kolegice,razgovor kolegica na hodniku trgovačkog centra,City Centar one,oko 21h,27. ožujka 2022.,Martina Mihaljević,pozdravna formula s vokativom,srdačno,preserve,kimanje glavom,srdačno,odzdravna formula,srdačno,osmijeh ili smiješak,srdačno,0,komb: epv3, epv9,srdačno,0,osmijeh,srdačno,pozdravljanje sugovornika,srdačno,mahanje,srdačno,
Hrvoje,Samanta,susret dvoje prijatelja u prolazu na ulici ,Čakovec: glavna gradska ulica,navečer,4.2.2022.,pozdrav s pitanjem,sretno,preserve,0,imitiranje repera pokretom ruke ,opušteno,0,ponavljanje istoga pitanja,fingirana napadnost,0,širenje prsnog koša i podizanje ruku u zrak (kako bi se neverbalno pokazala superiornost),energično,najavljivanje kraja susreta,užurbano,0,slijeganje ramenima,žalosno ,0,naznaka želje za ponovnim (potencijalno dužim) susretom,ravnodušno,mahanje,mirno,
Iva (ja),Prijateljičina teta,Došla sam kod prijateljice i upoznala njenu tetu,Zagreb: stan na Malešnici ,Poslije podne ,27. ožujka 2022 ,pozdrav s pitanjem,Zadovoljstvo ,preserve,pružanje ruke,Nervoza zbog upoznavanja, znojne ruke. ,0,epv9 + zahvaljivanje ,Zahvalnost,mahanje,Sreća,0,komb eov9+eov5,0,Smiješak ,Zadovoljstvo zbog ugodno provedenog vremena. ,
Mladi par,Starija susjeda,susret mladog para sa starijom susjedom pri ulasku u zgradu,unutar zgrade,predvečer,24. 3. 2022.,pozdravna formula,ravnodušnost,preserve,kimanje glavom i osmijeh,zadovoljstvo,skretanje pažnje na potvrdu prisutnosti drugih osoba,zadovoljstvo,osmijeh i zastajanje,sreća, srdačnost,pozdravljanje sugovornika,neugodnost,kimanje glavom i osmijeh,neugodnost,pozdravljanje sugovornika,zadovoljstvo,osmijeh,sreća,
srednjovječni muškarac, mušterija u trgovini,mlađi muškarac, blagajnik,razgovor na blagajni,trgovina,prije podne,24. ožujka 2022.,pozdravna formula,neutralno,preserve,kimanje glavom,neutralno,0,iov4, vokativ obraćanja s pitanjem,srdačno,0,ion4, osmijeh,srdačno,0,odgovor na pitanje, zahvala, epv9,srdačno,0,osmijeh, epn4,ljubazno,0,komb: eov2, eov9,neutralno,
susjeda (mlađa),susjeda (starija),razgovor na ulici,Zagreb: Gajnice,ujutro,24. ožujka 2022.,Martina Mihaljević,0,komb: ipv2, ipv6,srdačno,preserve,osmijeh ili smiješak,srdačno,odzdravna formula s vokativom,srdačno,0,komb: ion3, ion11,srdačno,0,komb: epv1, epv9,srdačno,osmijeh ili smiješak,srdačno,pozdravljanje sugovornika,srdačno,mahanje,srdačno,
prijateljica Barbara,Nikol (ja),susret pred fakultetom,Zagreb: Filozofski fakultet,12:34,28.3.2022.,pitanje s vokativom obraćanja,sreća,preserve,grljenje,bliskost,odzdravna formula,sreća,ljubljenje,bliskost,najavljivanje kraja susreta,sreća,pusa u zraku,sreća,zaključivanje razgovora,opuštenost,pusa u zraku,sreća,
Prijateljica 1,Prijateljica 2,Nalazimo se u kafiću pri invokaaciji, u hodniku fakulteta pri eksvokaciji,Kafić u blizini fakulteta,12 sati ujutro,23.3.2022.,pozdravna formula,,Srdačnost,preserve,0,Smiješak,Srdačnost,0,iov1 + pitanje,Srdačnost,0,Smiješak,Srdačnost,pozdravljanje sugovornika,,Radost,kimanje glavom,,Radost,pozdravljanje sugovornika,,Radost,mahanje,,Radost,
Stjuardesa,Putnik,Ulazak i izlazak iz aviona,Avion,Prijepodne,28.3.2022.,pozdravna formula,,Srdačno,preserve,0,ipn4 + smiješak,Srdačno,odzdravna formula,,Neutralno,0,Mali smiješak,Neutralno,0,komb: epv9 + epv5,Srdačno,0,Smiješak,Srdačno,zaključivanje razgovora,,Srdačno,0,Smiješak,Srdačno,
student Robert,prijateljica, studentica Marija,susret prijatelja na fakultetu,Zagreb: Filozofski fakultet, red ispred menze,prijepodne,23. ožujka 2022.,Robert Sviben,pozdravna formula,srdačno,preserve,kimanje glavom,poštovanje,odzdravna formula,radosno,kimanje glavom,poštovanje,0,epv1, vokativ, epv3,srdačno,mahanje,srdačno,planiranje idućega susreta,,kimanje glavom,srdačno,
Mlađa susjeda,Stariji susjed,susret na izlazu iz zgrade,Zagreb, zgrada, hodnik,poslijepodne,Vlatka Klarić,0,uzvik s pitanjem,srdačno, sretno,preserve,0,ipn1, osmijeh,sretno, srdačno,0,iov4, pitanje,srdačno,0,ion1, osmijeh,srdačno,0,komb: epv2, epv3,srdačno,0,epn5,osmijeh,srdačno,0,komb: eov9, eov3,srdačno,0,eon5, osmijeh,srdačno,
prijateljica Tina,prijateljica Anja,susret tijekom šetnje,nogostup u Hromcu,nedjelja popodne,27. ožujka 2022.,Tina Gmajnić,pozdravna formula,veselo,preserve,kimanje glavom,veselo,0,iov1, vokativ,veselo,kimanje glavom,veselo,0,komb: epv2, epv1,srdačno,tapšanje po ramenu i sl.,srdačno,0,komb: eov2, eov1,srdačno,tapšanje po ramenu i sl.,srdačno,
susjed Vilko,susjed Ivan,susjed Vilko prolazi pokraj kuće susjeda Ivana,kraj kuće susjeda Ivana u Hromcu,ujutro oko 9 sati,26. ožujka 2022.,Tina Gmajnić,pozdravna formula s vokativom,srdačno,preserve,kimanje glavom,srdačno,0,odzdravna formula s vokativom, pitanjem,srdačno,kimanje glavom,srdačno,0,komb: epv2, epv9,srdačno,kimanje glavom,srdačno,pozdravljanje sugovornika,srdačno,kimanje glavom,srdačno,
snaja,svekrva,snaja kod svekrve na kavi,Zagreb, stan,poslijepodne,Vlatka Klarić,pozdrav s pitanjem,srdačno, sretno,preserve,0,ipn7, ipn6, osmijeh,srdačno,0,iov4, odgovor na pitanje,sretno, srdačno,0,ion7, ion6, osmijeh,sretno, srdačno,0,komb: epv8, epv3,srdačno,0,epn5, osmijeh,srdačno,0,odgovor, eov3,srdačno,0,eon5, osmijeh,srdačno,
Mlađa susjeda,Stariji susjed,susret u hodniku zgrade, pri izlazu,Zagreb, zgrada, stepenice,poslijepodne, nakon posla,Vlatka Klarić,pozdravna formula,srdačno,preserve,0,ipn4, osmijeh,srdačno,0,odzdravna formula s nominativom,srdačno,0,komb: ion4, ion5,umorno,pozdravljanje sugovornika,srdačno,mahanje,srdačno,0,eov5, nominativ,srdačno,mahanje,srdačno,
voditeljica HRT-ove informativne emisije Tema dana Zrinka Grancarić,gost HRT-ove informativne emisije Tema dana Drago Ćosić, sportski novinar i komentator,intervju u HRT-ovoj informativnoj emisiji Tema dana,Zagreb: televizijski studio,večer, nakon središnjeg HRT-ovog Dnevnika u 19:00,17. srpnja 2018.,Antonija Pepić,0,ipv3 + iskaz dobrodošlice,sretna,preserve,0,ipn11, ipn4,ljubazna,0,iov1 + vokativ, iov1 + vokativ, zahvala za dobrodošlicu,veseo,0,ion4, ion11, stavljanje ruku na stol,srdačan,0,komb: epv8, epv5,srdačna,0,epn11, pokret rukom,zadovoljna,0,odgovor na sugovornikovo izražavanje želje za lijepo provedenim vremenom,veseo,0,eon4, eon11,zadovoljan,
voditelj emisije Mini Vatreni Podcast Anđelko Kecman,gost emisije Mini Vatreni Podcast nogometaš Luka Ivanušec,intervju u emisiji Mini Vatreni Podcast,Kopar: improvizirani televizijski studio,dan,31.ožujka 2021.,Antonija Pepić,0,ipv3, iskaz dobrodošlice,srdačan,preserve,0,ipn11, ipn4,srdačan,odzdravna formula,,veseo,0,ion4, ion11,veseo,0,komb: epv2, epv8,sretan,0,epn11, pokret rukom,zadovoljan,0,zahvaljivanje za uspostavljenu komunikaciju,sretan,osmijeh ili smiješak,sretan,
cimerica1,cimerica2,razgovor u stanu,Zagreb: u stanu na Trešnjevci,ujutro prije odlaska na fakultet,23. ožujka 2022.,Lea Jelenčić,da,pozdravna formula,,radosno,preserve,0,osmijeh,radosno,odzdravna formula,,sretno,0,osmijeh,sretno,0,komb: epv2, epv3, epv9,veselo,0,epn5, osmijeh,srdačno,0,komb: eov3, eov9,veselo,0,osmijeh,veselo,
cimerica1,cimerica2,razgovor u stanu,Zagreb: u stanu na Trešnjevci,poslijepodne nakon dolaska s fakulteta,24. ožujka 2022.,Lea Jelenčić,ne,pozdrav s pitanjem,,veselo,preserve,0,osmijeh,veselo,0,iov1, odgovor, pitanje,sretno,0,osmijeh,sretno,0,komb: epv1, epv2, epv9,veselo,0,osmijeh,veselo,pozdravljanje sugovornika,,sretno,0,osmijeh,sretno,
Prijatelj 1,Prijatelj 2,Razgovor nakon mise,Zagreb: ispred crkve Svete Mati Slobode na Jarunu,navečer, nakon mise u 19 h,27. ožujak 2022.,0,isprika,ipv1,srdačno, veselo,preserve,0,ipn10, ipn7, smiješak,toplo, prijazno,0,odzdravna formula s vokativom, iov4,ushićeno,0,ipn10, ipn7, smiješak,toplo, prijazno,0,komb: epv1, epv9, epv3,brzopleto,prijazno,daj pet,brzopleto, prijazno,0,zaključivanje razgovora s vokativom, eov3,prijazno,daj pet,prijazno,
ujak,ja (Ines),razgovor na putu do zračne luke,auto,4:30,20. ožujka 2022. ,pozdrav s pitanjem,0,preserve,0,odzdravna formula,0,0,zaključivanje razgovora,0,0,zaključivanje razgovora,0,0,
službenik u zračnoj luci,putnik ,kontrola avionske karte i dokumenata,Zračna luka Franjo Tuđman Zagreb,5:00,20. ožujka 2022. ,Ines Legin,0,usmjeravanje,užurbano,preserve,0,pokazivanje smjera rukom,nervozno,0,uzvik,užurbano,kimanje glavom,užurbano,zaključivanje razgovora,0,kimanje glavom,0,0,zahvala,kimanje glavom,0,
službenik u zračnoj luci,putnik,pregled prtljage u zračnoj luci,Zračna luka Franjo Tuđman Zagreb,5:22,20. ožujka 2022. ,pozdrav s pitanjem,0,preserve,0,0,0,0,zaključivanje razgovora,0,0,zaključivanje razgovora,0,0,
službenik u zračnoj luci,majka s djetetom,pregled prtljage u zračnoj luci,Zračna luka Franjo Tuđman Zagreb,5:25,20. ožujka 2022. ,pozdrav s pitanjem,0,preserve,zabrinuto,0,0,0,najavljivanje kraja susreta,0,0,zaključivanje razgovora,0,0,
